brand,name,original_price,current_price,url,competitor
Service Works,Moleskin Apron,1590.0,1350.0,https://www.freshlabels.cz/en/products/service-works-moleskin-apron-sws164/,zalando
Herschel Supply,Vintage Ranger Cap,1190.0,1010.0,https://www.freshlabels.cz/en/products/herschel-supply-vintage-ranger-cap-he4030/,zalando
Herschel Supply,Roy Wallet Vegan Leather,990.0,990.0,https://www.freshlabels.cz/en/products/herschel-supply-roy-wallet-vegan-leather-he4032/,zalando
Herschel Supply,Thomas,1450.0,1160.0,https://www.freshlabels.cz/en/products/herschel-supply-thomas-he4064/,zalando
Herschel Supply,3 Pack Elmer Beanie,1590.0,1110.0,https://www.freshlabels.cz/en/products/herschel-supply-3-pack-elmer-beanie-he4074/,zalando
Herschel Supply,Boucle Pom Solid Beanie,1190.0,830.0,https://www.freshlabels.cz/en/products/herschel-supply-boucle-pom-solid-beanie-he4078/,zalando
Herschel Supply,Whaler Tall Corduroy CS Cap,890.0,890.0,https://www.freshlabels.cz/en/products/herschel-supply-whaler-tall-corduroy-cs-cap-he4079/,zalando
Armedangels,Yenaas Changemakers,1190.0,710.0,https://www.freshlabels.cz/en/products/armedangels-yenaas-changemakers-aa1316/,zalando
Nuuna,Break The Grid L,850.0,680.0,https://www.freshlabels.cz/en/products/nuuna-break-the-grid-l-nuu005/,zalando
Nuuna,Break The Grid S,650.0,520.0,https://www.freshlabels.cz/en/products/nuuna-break-the-grid-s-nuu006/,zalando
Nuuna,Inspiration Book M,650.0,520.0,https://www.freshlabels.cz/en/products/nuuna-inspiration-book-m-nuu016/,zalando
Nuuna,Graphic L,790.0,630.0,https://www.freshlabels.cz/en/products/nuuna-graphic-l-nuu021/,zalando
Fjällräven,Expedition Padded Cap,1590.0,1110.0,https://www.freshlabels.cz/en/products/fjallraven-expedition-padded-cap-fj1532/,zalando
Fjällräven,Kanken Card Wallet,990.0,990.0,https://www.freshlabels.cz/en/products/fjallraven-kanken-card-wallet-fj368/,zalando
Fjällräven,Kanken Card Wallet,990.0,990.0,https://www.freshlabels.cz/en/products/fjallraven-kanken-card-wallet-fj364/,zalando
Fjällräven,Byron Hat Thin,1190.0,830.0,https://www.freshlabels.cz/en/products/fjallraven-byron-hat-thin-fj1530/,zalando
Fjällräven,Fjällräven Tab Hat,890.0,620.0,https://www.freshlabels.cz/en/products/fjallraven-fjallraven-tab-hat-fj1535/,zalando
Patagonia,Fisherman's Rolled Beanie,1090.0,760.0,https://www.freshlabels.cz/en/products/patagonia-fishermans-rolled-beanie-pg075/,zalando
Nuuna,Graphic L,790.0,630.0,https://www.freshlabels.cz/en/products/nuuna-graphic-l-nuu003/,zalando
Herschel Supply,Vintage Ranger Cap,1190.0,830.0,https://www.freshlabels.cz/en/products/herschel-supply-vintage-ranger-cap-he4029/,zalando
AOMU,Inhalační tyčinka AOMU Nowness,399.0,340.0,https://www.freshlabels.cz/en/products/aomu-inhalacni-tycinka-aomu-nowness-ao007/,zalando
Carhartt WIP,Webster Hat,1550.0,1160.0,https://www.freshlabels.cz/en/products/carhartt-wip-webster-hat-c4828/,zalando
P&T,Winter Whisper Set,1090.0,870.0,https://www.freshlabels.cz/en/products/pt-winter-whisper-set-pr119/,zalando
AOMU,Inhalační tyčinka AOMU Breath,349.0,300.0,https://www.freshlabels.cz/en/products/aomu-inhalacni-tycinka-aomu-breath-ao006/,zalando
Secrid,Cardprotector,879.0,700.0,https://www.freshlabels.cz/en/products/secrid-cardprotector-scr001/,zalando
ENAMEL Copenhagen,"Hoops, Classic Wide 15 mm",1490.0,1190.0,https://www.freshlabels.cz/en/products/enamel-copenhagen-hoops-classic-wide-15-mm-ena017/,zalando
P&T,Me Myself & Tea Set,1390.0,1180.0,https://www.freshlabels.cz/en/products/pt-me-myself-tea-set-pr117/,zalando
Herschel Supply,Douglas Station Beanie,890.0,620.0,https://www.freshlabels.cz/en/products/herschel-supply-douglas-station-beanie-he4031/,zalando
Dickies,Williston Cap,890.0,760.0,https://www.freshlabels.cz/en/products/dickies-williston-cap-di498/,zalando
P&T,Mumbai Express Set,1190.0,950.0,https://www.freshlabels.cz/en/products/pt-mumbai-express-set-pr122/,zalando
ENAMEL Copenhagen,"Hoops, Belle",1250.0,1250.0,https://www.freshlabels.cz/en/products/enamel-copenhagen-hoops-belle-ena037/,zalando
ENAMEL Copenhagen,"Studs, Maia Small",1390.0,1390.0,https://www.freshlabels.cz/en/products/enamel-copenhagen-studs-maia-small-ena042/,zalando
AOMU,Inhalační tyčinka AOMU Energy,349.0,300.0,https://www.freshlabels.cz/en/products/aomu-inhalacni-tycinka-aomu-energy-ao001/,zalando
AOMU,Inhalační tyčinka AOMU Sleep,349.0,300.0,https://www.freshlabels.cz/en/products/aomu-inhalacni-tycinka-aomu-sleep-ao003/,zalando
AOMU,Inhalační tyčinka AOMU Intimity,349.0,300.0,https://www.freshlabels.cz/en/products/aomu-inhalacni-tycinka-aomu-intimity-ao004/,zalando
